id,name english,description,desc english
bless_21002,Flash of Steel,"Performs an unavoidable area attack towards enemy heroes within <font color='#83d18a'>{radius}</font> range. If it hits, gains 1 stack of <font color='#ffea47'>[Whirling Slash]</font> for <font color='#83d18a'>6</font>s. At 2 stacks of <font color='#ffea47'>[Whirling Slash]</font>, the next cast launches a whirlwind towards enemies within <font color='#83d18a'>{radius_rush}</font> range, stunning and knocking them up for <font color='#83d18a'>{stun}</font>s, and attacking enemies hit by the whirlwind <font color='#8e8e8e'>（CD: {cd}s）</font>.","Performs an unavoidable area attack towards enemy heroes within <font color='#83d18a'>{radius}</font> range. If it hits, gains 1 stack of <font color='#ffea47'>[Whirling Slash]</font> for <font color='#83d18a'>6</font>s. At 2 stacks of <font color='#ffea47'>[Whirling Slash]</font>, the next cast launches a whirlwind towards enemies within <font color='#83d18a'>{radius_rush}</font> range, stunning and knocking them up for <font color='#83d18a'>{stun}</font>s, and attacking enemies hit by the whirlwind <font color='#8e8e8e'>（CD: {cd}s）</font>."
bless_21003,Zealot Revolver,"After attacking an enemy hero within <font color='#83d18a'>{radius}</font> radius, continuously fires <font color='#83d18a'>5</font> bullets in that direction, each dealing <font color='#83d18a'>{dmg} + {atk_dmg_pct}% × Attack Damage</font> physical damage. Enemies taking damage <font color='#83d18a'>3</font> times receive an extra unavoidable instant attack. <font color='#8e8e8e'>(Disarms self while firing, CD: {cd}s)</font>.<br>Bullets travel <font color='#83d18a'>{distance}</font> distance. Base firing interval is <font color='#83d18a'>{interval}</font>s. For every <font color='#83d18a'>300</font> Attack Speed, interval is reduced by <font color='#83d18a'>{interval_shorter}</font>s (up to twice).","After attacking an enemy hero within <font color='#83d18a'>{radius}</font> radius, continuously fires <font color='#83d18a'>5</font> bullets in that direction, each dealing <font color='#83d18a'>{dmg} + {atk_dmg_pct}% × Attack Damage</font> physical damage. Enemies taking damage <font color='#83d18a'>3</font> times receive an extra unavoidable instant attack. <font color='#8e8e8e'>(Disarms self while firing, CD: {cd}s)</font>.<br>Bullets travel <font color='#83d18a'>{distance}</font> distance. Base firing interval is <font color='#83d18a'>{interval}</font>s. For every <font color='#83d18a'>300</font> Attack Speed, interval is reduced by <font color='#83d18a'>{interval_shorter}</font>s (up to twice)."
bless_21004,Heart Possession,"When all your active abilities are on cooldown and you are not channeling, possesses the nearest hero within <font color='#83d18a'>{radius}</font> radius, granting them a <font color='#83d18a'>{hp} × Level</font> shield (shield value is affected by Spell Amplification). This shield is consumed first. Possession ends when the shield is depleted or after <font color='#83d18a'>{duration}</font>s. While possessed, the ally gains Debuff Immunity. <font color='#8e8e8e'>(Cooldown starts after possession ends, CD: {cd}s)</font>.","When all your active abilities are on cooldown and you are not channeling, possesses the nearest hero within <font color='#83d18a'>{radius}</font> radius, granting them a <font color='#83d18a'>{hp} × Level</font> shield (shield value is affected by Spell Amplification). This shield is consumed first. Possession ends when the shield is depleted or after <font color='#83d18a'>{duration}</font>s. While possessed, the ally gains Debuff Immunity. <font color='#8e8e8e'>(Cooldown starts after possession ends, CD: {cd}s)</font>."
bless_21005,Bloodhound,"Every <font color='#83d18a'>{cd}</font>s, reveals the position of invisible heroes within <font color='#83d18a'>{radius}</font> radius with a red visual effect visible to your team <font color='#8e8e8e'>(includes enemies in invisibility and fog of war)</font>.","Every <font color='#83d18a'>{cd}</font>s, reveals the position of invisible heroes within <font color='#83d18a'>{radius}</font> radius with a red visual effect visible to your team <font color='#8e8e8e'>(includes enemies in invisibility and fog of war)</font>."
bless_21006,Octane,"If your Health is above <font color='#83d18a'>{limit_pct}%</font>, lose <font color='#83d18a'>{pct}% × Max Health</font> to gain <font color='#83d18a'>+{ys}%</font> Movement Speed for <font color='#83d18a'>{duration}</font>s <font color='#8e8e8e'>(CD: {cd}s)</font>. If your Health is below <font color='#83d18a'>{limit_pct}%</font>, recover <font color='#83d18a'>{recover_pct}% × Max Health</font> per second<font color='#8e8e8e'>.","If your Health is above <font color='#83d18a'>{limit_pct}%</font>, lose <font color='#83d18a'>{pct}% × Max Health</font> to gain <font color='#83d18a'>+{ys}%</font> Movement Speed for <font color='#83d18a'>{duration}</font>s <font color='#8e8e8e'>(CD: {cd}s)</font>. If your Health is below <font color='#83d18a'>{limit_pct}%</font>, recover <font color='#83d18a'>{recover_pct}% × Max Health</font> per second<font color='#8e8e8e'>."
bless_100001,Curse Amp,"{k1} duration +<font color='#83d18a'>{v1}</font>s, Damage +<font color='#83d18a'>{v2}%</font>","{k1} duration +<font color='#83d18a'>{v1}</font>s, Damage +<font color='#83d18a'>{v2}%</font>"
bless_100002,Shield Amp,{k1} Damage Shield +<font color='#83d18a'>{v1}%</font>,{k1} Damage Shield +<font color='#83d18a'>{v1}%</font>
bless_100003,Borrowed Time CD,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s
bless_100004,Gate Amp,"Spell Amplification +{jnzq}%, {k1} Teleport Channel Time reduced to <font color='#83d18a'>{v1}</font>s.","Spell Amplification +{jnzq}%, {k1} Teleport Channel Time reduced to <font color='#83d18a'>{v1}</font>s."
bless_100005,Firestorm Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100006,Gate CD,"{k1} Duration +<font color='#83d18a'>{v1}%</font>, Cooldown reduced to <font color='#83d18a'>{v2}</font>s","{k1} Duration +<font color='#83d18a'>{v1}%</font>, Cooldown reduced to <font color='#83d18a'>{v2}</font>s"
bless_100007,Greed Amp,"{k1} Bonus Gold increased to <font color='#83d18a'>{v2}</font>, Max Bonus Gold up to <font color='#83d18a'>{v1}</font>","{k1} Bonus Gold increased to <font color='#83d18a'>{v2}</font>, Max Bonus Gold up to <font color='#83d18a'>{v1}</font>"
bless_100008,Rage Amp,"{k1} HP Regen +<font color='#83d18a'>{v1}</font>, Attack Interval reduced to <font color='#83d18a'>{v2}</font>","{k1} HP Regen +<font color='#83d18a'>{v1}</font>, Attack Interval reduced to <font color='#83d18a'>{v2}</font>"
bless_100009,Spray Amp,"{k1} Armor Reduction +<font color='#83d18a'>{v1}%</font>, Range +<font color='#83d18a'>{v2}</font>","{k1} Armor Reduction +<font color='#83d18a'>{v1}%</font>, Range +<font color='#83d18a'>{v2}</font>"
bless_100010,Ice Blast Thres.,{k1} Execution Threshold +<font color='#83d18a'>{v1}%</font>,{k1} Execution Threshold +<font color='#83d18a'>{v1}%</font>
bless_100011,Death Rime Dmg,"{k1} Damage Per Second <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}</font>s Cooldown","{k1} Damage Per Second <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}</font>s Cooldown"
bless_100012,Ice Blast CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100013,Counterspell Res,{k1} Magic Resistance +<font color='#83d18a'>{v1}%</font>,{k1} Magic Resistance +<font color='#83d18a'>{v1}%</font>
bless_100014,Mana Void Dmg,"{k1} Damage Multiplier <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}%</font> Cooldown","{k1} Damage Multiplier <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}%</font> Cooldown"
bless_100015,Blink Amp,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, {k1} Cast Range +<font color='#83d18a'>{v1}%</font>","+<font color='#83d18a'>{ztkx}%</font> Status Resistance, {k1} Cast Range +<font color='#83d18a'>{v1}%</font>"
bless_100016,Spark Wraith CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100017,Tempest CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100018,Spark Wraith Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100019,Call Amp,"{k1} Armor Bonus +<font color='#83d18a'>{v1}%</font>, + <font color='#83d18a'>{sm} </font> Health","{k1} Armor Bonus +<font color='#83d18a'>{v1}%</font>, + <font color='#83d18a'>{sm} </font> Health"
bless_100020,Helix Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100021,Axe Amp,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, {k4} required attacks -<font color='#83d18a'>{v2}</font>","{k1} Damage +<font color='#83d18a'>{v1}%</font>, {k4} required attacks -<font color='#83d18a'>{v2}</font>"
bless_100022,Brain Sap Amp,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cast Range +<font color='#83d18a'>{v2}</font>","{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cast Range +<font color='#83d18a'>{v2}</font>"
bless_100023,Grip CD,{k1} Cooldown -<font color='#83d18a'>{v1}</font>,{k1} Cooldown -<font color='#83d18a'>{v1}</font>
bless_100024,Grip Range,{k1} Cast Range +<font color='#83d18a'>{v1}</font>,{k1} Cast Range +<font color='#83d18a'>{v1}</font>
bless_100025,Firefly Dur,{k1} Flight Duration +<font color='#83d18a'>{v1}</font>s,{k1} Flight Duration +<font color='#83d18a'>{v1}</font>s
bless_100026,Napalm Amp,Casts Sticky Napalm <font color='#83d18a'>{count}</font> times consecutively.,Casts Sticky Napalm <font color='#83d18a'>{count}</font> times consecutively.
bless_100027,Lasso Amp,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cooldown -<font color='#83d18a'>{v2}</font>s","{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cooldown -<font color='#83d18a'>{v2}</font>s"
bless_100028,Hawk Amp,"{k1} Damage +<font color='#83d18a'>{v1}</font>, summon <font color='#83d18a'>{v2}</font> extra Hawks","{k1} Damage +<font color='#83d18a'>{v1}</font>, summon <font color='#83d18a'>{v2}</font> extra Hawks"
bless_100029,Axes Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100030,AP Axe,Wild Axes releases additional axes in a fan to the sides. <font color='#83d18a'>-{jnzq}%</font> Spell Amplification,Wild Axes releases additional axes in a fan to the sides. <font color='#83d18a'>-{jnzq}%</font> Spell Amplification
bless_100031,Blood Rite CD,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s
bless_100032,Blood Rite Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100033,Rupture Amp,"{k1} deals extra <font color='#83d18a'>{v1}%</font> of target's current HP as initial damage, Cooldown -<font color='#83d18a'>{v2}</font>s","{k1} deals extra <font color='#83d18a'>{v1}%</font> of target's current HP as initial damage, Cooldown -<font color='#83d18a'>{v2}</font>s"
bless_100034,Jinada Amp,"{k1} Gold Steal <font color='#83d18a'>+{v1}%</font>, Damage Bonus <font color='#83d18a'>+{v2}</font>","{k1} Gold Steal <font color='#83d18a'>+{v1}%</font>, Damage Bonus <font color='#83d18a'>+{v2}</font>"
bless_100035,Track Amp,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100036,Shuriken Dmg,"Cast {k1} <font color='#83d18a'>{count}</font> times in a row, damage <font color='#83d18a'>+{v1}%</font>","Cast {k1} <font color='#83d18a'>{count}</font> times in a row, damage <font color='#83d18a'>+{v1}%</font>"
bless_100037,Thunder Clap Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100038,Split Dur,{k1} Duration +<font color='#83d18a'>{v1}%</font>,{k1} Duration +<font color='#83d18a'>{v1}%</font>
bless_100039,Split CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100040,Bristleback Amp,"{k1} Back Damage Reduction to <font color='#83d18a'>{v1}%</font>, Side to <font color='#83d18a'>{v2}%</font>","{k1} Back Damage Reduction to <font color='#83d18a'>{v1}%</font>, Side to <font color='#83d18a'>{v2}%</font>"
bless_100041,Quill Dmg,"{k1} Stack Damage +<font color='#83d18a'>{v1}</font>, Max Stack Damage +<font color='#83d18a'>{v2}</font>","{k1} Stack Damage +<font color='#83d18a'>{v1}</font>, Max Stack Damage +<font color='#83d18a'>{v2}</font>"
bless_100042,BB Amp,+{sm} Health. Quill Spray and Nasal Goo fire <font color='#83d18a'>{count}</font> times.,+{sm} Health. Quill Spray and Nasal Goo fire <font color='#83d18a'>{count}</font> times.
bless_100043,#N/A,Innate ability healing increased by 200%,Innate ability healing increased by 200%
bless_100044,#N/A,Spiderling Health,Spiderling Health
bless_100045,#N/A,Spiderling Count,Spiderling Count
bless_100046,Thick Hide Amp,{k1} Move Speed Coeff <font color='#83d18a'>+{v1}%</font>,{k1} Move Speed Coeff <font color='#83d18a'>+{v1}%</font>
bless_100047,Double Edge Dmg,"{k1} Strength Damage Factor to <font color='#83d18a'>{v1}%</font>, Damage +<font color='#83d18a'>{v2}</font>","{k1} Strength Damage Factor to <font color='#83d18a'>{v1}%</font>, Damage +<font color='#83d18a'>{v2}</font>"
bless_100048,Stampede CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100049a,Chaos Bolt Amp,"{k1} Max Damage +<font color='#83d18a'>{v2}%</font>, Max Stun +<font color='#83d18a'>{v1}</font>s","{k1} Max Damage +<font color='#83d18a'>{v2}%</font>, Max Stun +<font color='#83d18a'>{v1}</font>s"
bless_100049,Phantasm Amp,"{k1} Illusion Damage Taken -<font color='#83d18a'>{v1}%</font>, Damage Inherited +<font color='#83d18a'>{v2}%</font>","{k1} Illusion Damage Taken -<font color='#83d18a'>{v1}%</font>, Damage Inherited +<font color='#83d18a'>{v2}%</font>"
bless_100050,Chaos Strike Amp,{k1} Max Critical Damage +<font color='#83d18a'>{v1}%</font>,{k1} Max Critical Damage +<font color='#83d18a'>{v1}%</font>
bless_100051,Chaos Judgment,"Reality Rift also applies Mute, Break, Disarm, and Silence to the target (does not pierce debuff immunity) for <font color='#83d18a'>{duration}</font> seconds.","Reality Rift also applies Mute, Break, Disarm, and Silence to the target (does not pierce debuff immunity) for <font color='#83d18a'>{duration}</font> seconds."
bless_100052,#N/A,Summoned Acolyte Health,Summoned Acolyte Health
bless_100053,#N/A,Ultimate Heal and Cooldown,Ultimate Heal and Cooldown
bless_100054,#N/A,Ultimate Cooldown,Ultimate Cooldown
bless_100055,Searing Arrows Amp,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100056,Skeleton Dmg,{k1} Skeleton Archer Damage Inherited to <font color='#83d18a'>{v1}%</font>,{k1} Skeleton Archer Damage Inherited to <font color='#83d18a'>{v1}%</font>
bless_100057,Skeleton Amp,{k1} Skeleton Archer Attack Interval to <font color='#83d18a'>{v1}</font>,{k1} Skeleton Archer Attack Interval to <font color='#83d18a'>{v1}</font>
bless_100058,Field CD,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>
bless_100059,Nova Amp,"Cast {k1} <font color='#83d18a'>{times}</font> times in a row, {k1} damage <font color='#83d18a'>+{v1}%</font>.","Cast {k1} <font color='#83d18a'>{times}</font> times in a row, {k1} damage <font color='#83d18a'>+{v1}%</font>."
bless_100060,Field Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100061,Vacuum Enhancement,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Damage <font color='#83d18a'>+{v2}%</font>.","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Damage <font color='#83d18a'>+{v2}%</font>."
bless_100062,Ion Shell Enhancement,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s.","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s."
bless_100063,Wall of Replica Enhancement,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Width <font color='#83d18a'>+{v2}</font>.","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Width <font color='#83d18a'>+{v2}</font>."
bless_100064,Maze Dmg,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>
bless_100066,Bedlam Amp,{k1} Duration <font color='#83d18a'>+{v1}%</font> ，{k1} Attack Range <font color='#83d18a'>+{v2}%</font>,{k1} Duration <font color='#83d18a'>+{v1}%</font> ，{k1} Attack Range <font color='#83d18a'>+{v2}%</font>
bless_100065,Realm CD,"Attack Speed <font color='#83d18a'>+{gs}</font>, {k1} Cooldown <font color='#83d18a'>-{v1}%</font>","Attack Speed <font color='#83d18a'>+{gs}</font>, {k1} Cooldown <font color='#83d18a'>-{v1}%</font>"
bless_100067,Guardian Amp,"{k1} impact damage <font color='#83d18a'>+{v1}</font> , instantly heals nearby allies for total damage dealt, cooldown <font color='#83d18a'>-{v2}</font> s.","{k1} impact damage <font color='#83d18a'>+{v1}</font> , instantly heals nearby allies for total damage dealt, cooldown <font color='#83d18a'>-{v2}</font> s."
bless_100068,Starbreaker Amp,"{k1} Max Attack Damage +<font color='#83d18a'>{v1}%</font>, Max Vision +<font color='#83d18a'>{v2}%</font>","{k1} Max Attack Damage +<font color='#83d18a'>{v1}%</font>, Max Vision +<font color='#83d18a'>{v2}%</font>"
bless_100069,Luminosity Amp,"{k1} Critical Damage +<font color='#83d18a'>{v1}%</font>, Healing +<font color='#83d18a'>{v2}%</font>","{k1} Critical Damage +<font color='#83d18a'>{v1}%</font>, Healing +<font color='#83d18a'>{v2}%</font>"
bless_100070,Weave Amp,{k1} Armor change per stack +<font color='#83d18a'>{v1}</font>,{k1} Armor change per stack +<font color='#83d18a'>{v1}</font>
bless_100071,Wave Amp,Casts Shadow Wave <font color='#83d18a'>{times}</font> times consecutively.,Casts Shadow Wave <font color='#83d18a'>{times}</font> times consecutively.
bless_100072,Touch Amp,"Casts {k1} <font color='#83d18a'>{times}</font> times consecutively, +<font color='#83d18a'>{v1}%</font> {k1} damage.","Casts {k1} <font color='#83d18a'>{times}</font> times consecutively, +<font color='#83d18a'>{v1}%</font> {k1} damage."
bless_100073,Swarm Amp,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100074,Spirit Siphon Upgrade,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Charge Time <font color='#83d18a'>-{v2}%</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Charge Time <font color='#83d18a'>-{v2}%</font>"
bless_100075,Exorcism Amp,"{k1} Spirits count <font color='#83d18a'>+{v1}</font>, and for every <font color='#83d18a'> {lv} </font> hero levels, Exorcism spirits count <font color='#83d18a'>+{count}</font>","{k1} Spirits count <font color='#83d18a'>+{v1}</font>, and for every <font color='#83d18a'> {lv} </font> hero levels, Exorcism spirits count <font color='#83d18a'>+{count}</font>"
bless_100076,Strike Amp,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Strike Count <font color='#83d18a'>+{v2}</font>","{k1} Damage <font color='#83d18a'>+{v1}</font>, Strike Count <font color='#83d18a'>+{v2}</font>"
bless_100077,Repulsion Amp,"{k1} CD <font color='#83d18a'>-{v1}</font>s, deals <font color='#83d18a'>{dmg}</font> damage and restores <font color='#83d18a'>{heal}</font> HP on proc.","{k1} CD <font color='#83d18a'>-{v1}</font>s, deals <font color='#83d18a'>{dmg}</font> damage and restores <font color='#83d18a'>{heal}</font> HP on proc."
bless_100078,Storm Amp,Stuns enemies in range for <font color='#83d18a'>{stun}</font>s.,Stuns enemies in range for <font color='#83d18a'>{stun}</font>s.
bless_100079,AOE Devour,Devour also consumes units within <font color='#83d18a'>{radius}</font> range of the target.,Devour also consumes units within <font color='#83d18a'>{radius}</font> range of the target.
bless_100080,Doom Amp,"{k1} CD <font color='#83d18a'>-{v1}</font>s, duration <font color='#83d18a'>-{v2}</font>s.","{k1} CD <font color='#83d18a'>-{v1}</font>s, duration <font color='#83d18a'>-{v2}</font>s."
bless_100081,Blade Amp,Attacks reduce Doom CD by <font color='#83d18a'>-{cd}</font>s. Infernal Blade stuns targets of equal/lower level for extra <font color='#83d18a'>{stun}</font>s.,Attacks reduce Doom CD by <font color='#83d18a'>-{cd}</font>s. Infernal Blade stuns targets of equal/lower level for extra <font color='#83d18a'>{stun}</font>s.
bless_100082,Breathe Fire Amp,"{k1} damage <font color='#83d18a'>+{v1}%</font>, ATK reduction increased to <font color='#83d18a'>{v2}%</font>.","{k1} damage <font color='#83d18a'>+{v1}%</font>, ATK reduction increased to <font color='#83d18a'>{v2}%</font>."
bless_100083,Form Amp,"{k1} CD <font color='#83d18a'>-{v1}</font>s, splash radius <font color='#83d18a'>+{v2}</font>.","{k1} CD <font color='#83d18a'>-{v1}</font>s, splash radius <font color='#83d18a'>+{v2}</font>."
bless_100084,Blood Amp,{k1} grants <font color='#83d18a'>{gjbI}%</font> ATK and <font color='#83d18a'>{mk}%</font> MR per level (Dragon Form multiplier applies); Dragon Form mult <font color='#83d18a'>+{v1}</font>.,{k1} grants <font color='#83d18a'>{gjbI}%</font> ATK and <font color='#83d18a'>{mk}%</font> MR per level (Dragon Form multiplier applies); Dragon Form mult <font color='#83d18a'>+{v1}</font>.
bless_100085,Frost Arrows Dmg,{k1} Damage <font color='#83d18a'>+{v1}</font>,{k1} Damage <font color='#83d18a'>+{v1}</font>
bless_100086,Multishot Waves,"{k1} Arrow Base Damage Bonus increased to <font color='#83d18a'>{v1}%</font>, Waves <font color='#83d18a'>+{v2}</font>","{k1} Arrow Base Damage Bonus increased to <font color='#83d18a'>{v1}%</font>, Waves <font color='#83d18a'>+{v2}</font>"
bless_100087,Marksmanship %,{k1} Trigger Chance increased <font color='#83d18a'>{v1}%</font>,{k1} Trigger Chance increased <font color='#83d18a'>{v1}%</font>
bless_100088,Rolling Boulder Enhancement,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","{k1} Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2} </font>s"
bless_100089,Boulder Smash Enhancement,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s"
bless_100090,Magnetize Enhancement,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s"
bless_100091,Totem Amp,"{k1} Enchant Totem Base Damage Bonus <font color='#83d18a'>+{v1}%</font>, Scepter Jump Distance <font color='#83d18a'>+{v2}</font>","{k1} Enchant Totem Base Damage Bonus <font color='#83d18a'>+{v1}%</font>, Scepter Jump Distance <font color='#83d18a'>+{v2}</font>"
bless_100092,Aftershock Amp,{k1} Damage based on Max Health of knocked-up enemies <font color='#83d18a'>+{v1}%</font>,{k1} Damage based on Max Health of knocked-up enemies <font color='#83d18a'>+{v1}%</font>
bless_100093,Echo Amp,"Spell Amplification +{jnzq}%, Echo Slam Multicast <font color='#83d18a'>{times} </font> times","Spell Amplification +{jnzq}%, Echo Slam Multicast <font color='#83d18a'>{times} </font> times"
bless_100094,Astral Spirit Duration,"{k1} Buff Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Buff Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100095,Echo Stomp Damage,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>
bless_100096,Earth Splitter Damage,"{k1} Max HP Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Max HP Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100097,Flame Guard Amp,"{k1} Damage per second <font color='#83d18a'>+{v1}</font>, Mana Shield <font color='#83d18a'>+{v2}</font>","{k1} Damage per second <font color='#83d18a'>+{v1}</font>, Mana Shield <font color='#83d18a'>+{v2}</font>"
bless_100098,Sleight Amp,"{k1} Bonus Damage to Heroes <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Bonus Damage to Heroes <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s"
bless_100099,Remnant Amp,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Fire Remnant Movement Speed <font color='#83d18a'>+{v2}%</font>","{k1} Damage <font color='#83d18a'>+{v1}%</font>, Fire Remnant Movement Speed <font color='#83d18a'>+{v2}%</font>"
bless_100100,Attendants Amp,"{k1} Eidolon count <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>","{k1} Eidolon count <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>"
bless_100101,Untouchable Amp,{k1} Attack Speed reduction <font color='#83d18a'>+{v1}</font>,{k1} Attack Speed reduction <font color='#83d18a'>+{v1}</font>
bless_100102,Impetus Amp,"{k1} Distance Damage Bonus <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>","{k1} Distance Damage Bonus <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}</font>"
bless_100103,Conversion Amp,{k1} Cast Range <font color='#83d18a'>+{v1}</font> ， Cooldown <font color='#83d18a'>-{v2}%</font>,{k1} Cast Range <font color='#83d18a'>+{v1}</font> ， Cooldown <font color='#83d18a'>-{v2}%</font>
bless_100104,Black Hole Amp,"{k1} Damage per second based on current health <font color='#83d18a'>+{v1}%</font>, automatically casts Midnight Pulse when Black Hole is used","{k1} Damage per second based on current health <font color='#83d18a'>+{v1}%</font>, automatically casts Midnight Pulse when Black Hole is used"
bless_100105,Black Hole Amp,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>","{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>"
bless_100106,Dilation Amp,"{k1} Damage per second for each skill on cooldown <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>","{k1} Damage per second for each skill on cooldown <font color='#83d18a'>+{v1}%</font>, Duration <font color='#83d18a'>+{v2}</font>"
bless_100107,Time Walk Amp,"{k1} Distance <font color='#83d18a'>+{v1}</font>, Backtrack Window <font color='#83d18a'>+{v2}</font>","{k1} Distance <font color='#83d18a'>+{v1}</font>, Backtrack Window <font color='#83d18a'>+{v2}</font>"
bless_100108,Time Lock Amp,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Trigger Probability <font color='#83d18a'>+{v2}%</font>","{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Trigger Probability <font color='#83d18a'>+{v2}%</font>"
bless_100109,Teleport Amp,"{k1} Shield <font color='#83d18a'>+{v1}</font>, and applies shield effect to allied heroes within {radius} radius","{k1} Shield <font color='#83d18a'>+{v1}</font>, and applies shield effect to allied heroes within {radius} radius"
